,from,to,date_x,date_y,new_id_x,new_id_y
26617,104099,12198,2001-04-10,2000-12-15,3477,2698
26618,107098,12198,2001-07-09,2000-12-15,4265,2698
26619,109032,12198,2001-09-05,2000-12-15,4663,2698
26620,104143,12198,2001-04-15,2000-12-15,3516,2698
26621,104139,12198,2001-04-16,2000-12-15,3519,2698
26622,104176,12198,2001-04-18,2000-12-15,3546,2698
26623,105228,12198,2001-05-22,2000-12-15,3832,2698
26624,106142,12198,2001-06-13,2000-12-15,4042,2698
26625,110002,12198,2001-09-28,2000-12-15,4832,2698
26626,202165,12198,2002-02-16,2000-12-15,5855,2698
26627,106187,12198,2001-06-17,2000-12-15,4081,2698
26628,101218,12198,2001-01-19,2000-12-15,2956,2698
26629,202079,12198,2002-02-08,2000-12-15,5777,2698
26630,106033,12198,2001-06-04,2000-12-15,3946,2698
26631,103102,12198,2001-03-12,2000-12-15,3260,2698
26632,104042,12198,2001-04-04,2000-12-15,3427,2698
26633,105210,12199,2001-05-21,2000-12-15,3814,2699
26634,202201,12199,2002-02-21,2000-12-15,5893,2699
26635,111106,12199,2001-11-09,2000-12-15,5151,2699
26636,112048,12199,2001-12-04,2000-12-15,5309,2699
26637,103196,12200,2001-03-18,2000-12-15,3330,2700
26638,105185,12200,2001-05-18,2000-12-15,3791,2700
26639,106213,12200,2001-06-19,2000-12-15,4108,2700
26640,108118,12200,2001-08-14,2000-12-15,4527,2700
26641,107227,12202,2001-07-23,2000-12-15,4388,2702
26642,106120,12202,2001-06-12,2000-12-15,4021,2702
26643,106022,12202,2001-06-01,2000-12-15,3935,2702
26644,106163,12202,2001-06-15,2000-12-15,4060,2702
26645,102114,12203,2001-02-09,2000-12-15,3073,2703
26646,110048,12203,2001-10-03,2000-12-15,4870,2703
26647,105127,12207,2001-05-14,2000-12-16,3740,2704
26648,202113,12208,2002-02-12,2000-12-17,5811,2705
26649,104200,12210,2001-04-20,2000-12-17,3566,2706
26650,104126,12210,2001-04-12,2000-12-17,3500,2706
26651,103021,12210,2001-03-01,2000-12-17,3174,2706
26652,103099,12210,2001-03-09,2000-12-17,3248,2706
26653,101002,12210,2000-12-30,2000-12-17,2764,2706
26654,102063,12210,2001-02-06,2000-12-17,3026,2706
26655,102085,12210,2001-02-07,2000-12-17,3045,2706
26656,103089,12210,2001-03-09,2000-12-17,3238,2706
26657,104230,12210,2001-04-23,2000-12-17,3593,2706
26658,106231,12210,2001-06-21,2000-12-17,4121,2706
26659,108043,12210,2001-08-04,2000-12-17,4461,2706
26660,106201,12210,2001-06-18,2000-12-17,4096,2706
26661,106002,12210,2001-06-01,2000-12-17,3917,2706
26662,203108,12210,2002-03-12,2000-12-17,5994,2706
26663,111199,12210,2001-11-15,2000-12-17,5217,2706
26664,201035,12210,2002-01-07,2000-12-17,5503,2706
26665,103079,12210,2001-03-07,2000-12-17,3228,2706
26666,104218,12210,2001-04-23,2000-12-17,3583,2706
26667,102173,12210,2001-02-14,2000-12-17,3121,2706
26668,101125,12210,2001-01-12,2000-12-17,2873,2706
26669,102076,12210,2001-02-07,2000-12-17,3037,2706
26670,105115,12210,2001-05-14,2000-12-17,3728,2706
26671,12222,12210,2000-12-18,2000-12-17,2718,2706
26672,101087,12210,2001-01-09,2000-12-17,2839,2706
26673,102174,12210,2001-02-14,2000-12-17,3122,2706
26674,102192,12210,2001-02-15,2000-12-17,3140,2706
26675,104164,12210,2001-04-17,2000-12-17,3534,2706
26676,105238,12210,2001-05-22,2000-12-17,3841,2706
26677,105227,12210,2001-05-22,2000-12-17,3831,2706
26678,105264,12210,2001-05-25,2000-12-17,3866,2706
26679,108085,12210,2001-08-09,2000-12-17,4497,2706
26680,103165,12210,2001-03-14,2000-12-17,3303,2706
26681,101200,12210,2001-01-18,2000-12-17,2938,2706
26682,104099,12210,2001-04-10,2000-12-17,3477,2706
26683,107098,12210,2001-07-09,2000-12-17,4265,2706
26684,109032,12210,2001-09-05,2000-12-17,4663,2706
26685,109091,12210,2001-09-11,2000-12-17,4715,2706
26686,109131,12210,2001-09-14,2000-12-17,4753,2706
26687,104143,12210,2001-04-15,2000-12-17,3516,2706
26688,104139,12210,2001-04-16,2000-12-17,3519,2706
26689,104176,12210,2001-04-18,2000-12-17,3546,2706
26690,105228,12210,2001-05-22,2000-12-17,3832,2706
26691,106142,12210,2001-06-13,2000-12-17,4042,2706
26692,110002,12210,2001-09-28,2000-12-17,4832,2706
26693,202165,12210,2002-02-16,2000-12-17,5855,2706
26694,106187,12210,2001-06-17,2000-12-17,4081,2706
26695,101218,12210,2001-01-19,2000-12-17,2956,2706
26696,202079,12210,2002-02-08,2000-12-17,5777,2706
26697,106033,12210,2001-06-04,2000-12-17,3946,2706
26698,103102,12210,2001-03-12,2000-12-17,3260,2706
26699,104042,12210,2001-04-04,2000-12-17,3427,2706
26700,203048,12211,2002-03-05,2000-12-17,5944,2707
26701,104206,12211,2001-04-20,2000-12-17,3572,2707
26702,105301,12212,2001-05-29,2000-12-17,3896,2708
26703,101119,12213,2001-01-11,2000-12-17,2868,2709
26704,101212,12213,2001-01-19,2000-12-17,2950,2709
26705,102128,12213,2001-02-10,2000-12-17,3083,2709
26706,112136,12213,2001-12-10,2000-12-17,5370,2709
26707,102110,12213,2001-02-09,2000-12-17,3069,2709
26708,109147,12213,2001-09-17,2000-12-17,4766,2709
26709,201221,12213,2002-01-23,2000-12-17,5662,2709
26710,202168,12213,2002-02-17,2000-12-17,5858,2709
26711,107138,12213,2001-07-12,2000-12-17,4303,2709
26712,105097,12213,2001-05-10,2000-12-17,3710,2709
26713,110050,12213,2001-10-03,2000-12-17,4872,2709
26714,105045,12213,2001-05-04,2000-12-17,3662,2709
26715,110187,12213,2001-10-15,2000-12-17,4991,2709
26716,201028,12213,2002-01-06,2000-12-17,5496,2709
26717,112197,12213,2001-12-14,2000-12-17,5423,2709
26718,106155,12213,2001-06-14,2000-12-17,4053,2709
26719,111165,12213,2001-11-13,2000-12-17,5192,2709
26720,112118,12213,2001-12-07,2000-12-17,5355,2709
26721,112192,12213,2001-12-14,2000-12-17,5418,2709
26722,202116,12213,2002-02-13,2000-12-17,5813,2709
26723,110277,12213,2001-10-22,2000-12-17,5070,2709
26724,107264,12213,2001-07-25,2000-12-17,4421,2709
26725,102064,12214,2001-02-06,2000-12-18,3027,2710
26726,108082,12215,2001-08-08,2000-12-18,4494,2711
26727,103026,12215,2001-03-02,2000-12-18,3179,2711
26728,104222,12215,2001-04-23,2000-12-18,3586,2711
26729,105179,12215,2001-05-17,2000-12-18,3785,2711
26730,109191,12216,2001-09-20,2000-12-18,4803,2712
26731,108008,12216,2001-08-01,2000-12-18,4432,2712
26732,103122,12216,2001-03-12,2000-12-18,3268,2712
26733,105311,12217,2001-05-29,2000-12-18,3906,2713
26734,108043,12217,2001-08-04,2000-12-18,4461,2713
26735,107251,12217,2001-07-24,2000-12-18,4408,2713
26736,102137,12217,2001-02-12,2000-12-18,3090,2713
26737,103124,12218,2001-03-12,2000-12-18,3269,2714
26738,105094,12218,2001-05-10,2000-12-18,3707,2714
26739,107115,12218,2001-07-10,2000-12-18,4281,2714
26740,109162,12218,2001-09-18,2000-12-18,4781,2714
26741,201218,12218,2002-01-23,2000-12-18,5659,2714
26742,101177,12218,2001-01-16,2000-12-18,2918,2714
26743,104036,12218,2001-04-03,2000-12-18,3421,2714
26744,110215,12218,2001-10-16,2000-12-18,5016,2714
26745,106024,12218,2001-06-02,2000-12-18,3937,2714
26746,104244,12218,2001-04-24,2000-12-18,3606,2714
26747,201161,12218,2002-01-17,2000-12-18,5611,2714
26748,105166,12218,2001-05-16,2000-12-18,3774,2714
26749,106048,12218,2001-06-05,2000-12-18,3960,2714
26750,106121,12218,2001-06-12,2000-12-18,4022,2714
26751,107106,12218,2001-07-10,2000-12-18,4273,2714
26752,110113,12218,2001-10-08,2000-12-18,4931,2714
26753,112176,12218,2001-12-13,2000-12-18,5404,2714
26754,104021,12218,2001-04-02,2000-12-18,3409,2714
26755,108161,12218,2001-08-20,2000-12-18,4565,2714
26756,111092,12218,2001-11-08,2000-12-18,5141,2714
26757,107178,12218,2001-07-16,2000-12-18,4341,2714
26758,105139,12218,2001-05-15,2000-12-18,3751,2714
26759,106217,12218,2001-06-19,2000-12-18,4112,2714
26760,101016,12218,2001-01-02,2000-12-18,2775,2714
26761,104139,12218,2001-04-16,2000-12-18,3519,2714
26762,107172,12218,2001-07-16,2000-12-18,4335,2714
26763,112086,12219,2001-12-05,2000-12-18,5331,2715
26764,110032,12219,2001-10-02,2000-12-18,4857,2715
26765,103066,12220,2001-03-06,2000-12-18,3215,2716
26766,107038,12220,2001-07-04,2000-12-18,4208,2716
26767,104226,12221,2001-04-23,2000-12-18,3589,2717
26768,103207,12221,2001-03-19,2000-12-18,3342,2717
26769,104227,12221,2001-04-23,2000-12-18,3590,2717
26770,106120,12221,2001-06-12,2000-12-18,4021,2717
26771,112085,12221,2001-12-05,2000-12-18,5330,2717
26772,110299,12221,2001-10-23,2000-12-18,5090,2717
26773,103021,12222,2001-03-01,2000-12-18,3174,2718
26774,101002,12222,2000-12-30,2000-12-18,2764,2718
26775,102085,12222,2001-02-07,2000-12-18,3045,2718
26776,105059,12222,2001-05-07,2000-12-18,3676,2718
26777,108043,12222,2001-08-04,2000-12-18,4461,2718
26778,102122,12222,2001-02-09,2000-12-18,3077,2718
26779,103079,12222,2001-03-07,2000-12-18,3228,2718
26780,105063,12222,2001-05-07,2000-12-18,3680,2718
26781,110288,12222,2001-10-23,2000-12-18,5080,2718
26782,110002,12222,2001-09-28,2000-12-18,4832,2718
26783,106187,12222,2001-06-17,2000-12-18,4081,2718
26784,101218,12222,2001-01-19,2000-12-18,2956,2718
26785,107063,12222,2001-07-06,2000-12-18,4233,2718
26786,101174,12223,2001-01-16,2000-12-18,2916,2719
26787,202041,12223,2002-02-05,2000-12-18,5744,2719
26788,109083,12223,2001-09-10,2000-12-18,4709,2719
26789,110246,12224,2001-10-18,2000-12-18,5044,2720
26790,101177,12225,2001-01-16,2000-12-18,2918,2721
26791,102129,12225,2001-02-10,2000-12-18,3084,2721
26792,202014,12225,2002-02-04,2000-12-18,5721,2721
26793,106027,12225,2001-06-03,2000-12-18,3940,2721
26794,111089,12226,2001-11-08,2000-12-18,5138,2722
26795,103239,12226,2001-03-22,2000-12-18,3368,2722
26796,106140,12226,2001-06-13,2000-12-18,4040,2722
26797,101136,12226,2001-01-12,2000-12-18,2883,2722
26798,201063,12226,2002-01-09,2000-12-18,5530,2722
26799,202160,12226,2002-02-18,2000-12-18,5861,2722
26800,107148,12226,2001-07-13,2000-12-18,4311,2722
26801,106143,12226,2001-06-14,2000-12-18,4043,2722
26802,101011,12228,2000-12-31,2000-12-18,2770,2724
26803,104138,12228,2001-04-13,2000-12-18,3511,2724
26804,107247,12228,2001-07-24,2000-12-18,4404,2724
26805,104094,12228,2001-04-10,2000-12-18,3472,2724
26806,105195,12228,2001-05-18,2000-12-18,3800,2724
26807,203100,12230,2002-03-11,2000-12-18,5986,2725
26808,203104,12230,2002-03-11,2000-12-18,5990,2725
26809,111187,12230,2001-11-15,2000-12-18,5209,2725
26810,102186,12230,2001-02-15,2000-12-18,3134,2725
26811,112223,12231,2001-12-17,2000-12-18,5442,2726
26812,111226,12233,2001-11-19,2000-12-18,5240,2728
26813,106005,12234,2001-06-01,2000-12-18,3920,2729
26814,109150,12234,2001-09-17,2000-12-18,4769,2729
26815,112188,12234,2001-12-13,2000-12-18,5415,2729
26816,112198,12234,2001-12-14,2000-12-18,5424,2729
26817,203030,12234,2002-03-04,2000-12-18,5928,2729
26818,103142,12234,2001-03-13,2000-12-18,3282,2729
26819,105252,12234,2001-05-23,2000-12-18,3854,2729
26820,106129,12234,2001-06-13,2000-12-18,4030,2729
26821,106234,12234,2001-06-21,2000-12-18,4124,2729
26822,107035,12234,2001-07-04,2000-12-18,4205,2729
26823,107189,12234,2001-07-17,2000-12-18,4352,2729
26824,108001,12234,2001-08-01,2000-12-18,4425,2729
26825,109200,12234,2001-09-21,2000-12-18,4811,2729
26826,202129,12234,2002-02-14,2000-12-18,5824,2729
26827,105038,12234,2001-05-04,2000-12-18,3656,2729
26828,112178,12234,2001-12-13,2000-12-18,5406,2729
26829,101211,12234,2001-01-19,2000-12-18,2949,2729
26830,108201,12234,2001-08-23,2000-12-18,4599,2729
26831,110008,12234,2001-09-29,2000-12-18,4837,2729
26832,111210,12234,2001-11-16,2000-12-18,5226,2729
26833,111135,12234,2001-11-12,2000-12-18,5175,2729
26834,101178,12235,2001-01-16,2000-12-18,2919,2730
26835,109042,12235,2001-09-05,2000-12-18,4672,2730
26836,111283,12235,2001-11-22,2000-12-18,5285,2730
26837,112052,12235,2001-12-04,2000-12-18,5312,2730
26838,101195,12236,2001-01-17,2000-12-18,2934,2731
26839,103136,12236,2001-03-13,2000-12-18,3278,2731
26840,105210,12236,2001-05-21,2000-12-18,3814,2731
26841,108189,12236,2001-08-23,2000-12-18,4589,2731
26842,109183,12236,2001-09-20,2000-12-18,4798,2731
26843,110074,12236,2001-10-04,2000-12-18,4894,2731
26844,202201,12236,2002-02-21,2000-12-18,5893,2731
26845,103191,12236,2001-03-17,2000-12-18,3326,2731
26846,112048,12236,2001-12-04,2000-12-18,5309,2731
26847,103075,12237,2001-03-07,2000-12-18,3224,2732
26848,110153,12237,2001-10-11,2000-12-18,4964,2732
26849,105120,12238,2001-05-14,2000-12-18,3733,2733
26850,109191,12238,2001-09-20,2000-12-18,4803,2733
26851,111110,12238,2001-11-09,2000-12-18,5155,2733
26852,102098,12238,2001-02-08,2000-12-18,3058,2733
26853,107039,12238,2001-07-04,2000-12-18,4209,2733
26854,107054,12238,2001-07-05,2000-12-18,4224,2733
26855,112090,12238,2001-12-05,2000-12-18,5333,2733
26856,201245,12238,2002-01-25,2000-12-18,5684,2733
26857,203040,12238,2002-03-05,2000-12-18,5937,2733
26858,203065,12238,2002-03-06,2000-12-18,5959,2733
26859,101069,12239,2001-01-09,2000-12-19,2823,2734
26860,108113,12239,2001-08-13,2000-12-19,4522,2734
26861,108191,12240,2001-08-23,2000-12-19,4591,2735
26862,102185,12240,2001-02-15,2000-12-19,3133,2735
26863,103155,12240,2001-03-14,2000-12-19,3294,2735
26864,108053,12241,2001-08-06,2000-12-19,4469,2736
26865,110082,12243,2001-10-05,2000-12-19,4901,2738
26866,105130,12244,2001-05-15,2000-12-19,3743,2739
26867,203054,12244,2002-03-05,2000-12-19,5950,2739
26868,105182,12246,2001-05-17,2000-12-19,3788,2741
26869,111085,12247,2001-11-08,2000-12-19,5134,2742
26870,106255,12248,2001-06-22,2000-12-19,4144,2743
26871,105048,12248,2001-05-04,2000-12-19,3665,2743
26872,109017,12248,2001-09-03,2000-12-19,4649,2743
26873,112166,12248,2001-12-12,2000-12-19,5395,2743
26874,104239,12248,2001-04-24,2000-12-19,3601,2743
26875,106128,12248,2001-06-12,2000-12-19,4029,2743
26876,111107,12248,2001-11-09,2000-12-19,5152,2743
26877,105137,12248,2001-05-15,2000-12-19,3749,2743
26878,106022,12248,2001-06-01,2000-12-19,3935,2743
26879,112150,12248,2001-12-11,2000-12-19,5383,2743
26880,108114,12248,2001-08-13,2000-12-19,4523,2743
26881,108115,12248,2001-08-13,2000-12-19,4524,2743
26882,106256,12248,2001-06-22,2000-12-19,4145,2743
26883,108025,12248,2001-08-02,2000-12-19,4447,2743
26884,103259,12248,2001-03-23,2000-12-19,3386,2743
26885,107141,12248,2001-07-12,2000-12-19,4305,2743
26886,111231,12248,2001-11-19,2000-12-19,5245,2743
26887,105151,12249,2001-05-15,2000-12-19,3762,2744
26888,203107,12249,2002-03-12,2000-12-19,5993,2744
26889,202130,12249,2002-02-14,2000-12-19,5825,2744
26890,106175,12250,2001-06-15,2000-12-19,4071,2745
26891,104171,12250,2001-04-18,2000-12-19,3541,2745
26892,109097,12250,2001-09-12,2000-12-19,4720,2745
26893,202172,12250,2002-02-18,2000-12-19,5864,2745
26894,103222,12250,2001-03-20,2000-12-19,3355,2745
26895,104200,12251,2001-04-20,2000-12-19,3566,2746
26896,101014,12251,2001-01-02,2000-12-19,2773,2746
26897,101162,12251,2001-01-15,2000-12-19,2906,2746
26898,102063,12251,2001-02-06,2000-12-19,3026,2746
26899,102071,12251,2001-02-06,2000-12-19,3033,2746
26900,102085,12251,2001-02-07,2000-12-19,3045,2746
26901,103089,12251,2001-03-09,2000-12-19,3238,2746
26902,103103,12251,2001-03-10,2000-12-19,3251,2746
26903,105024,12251,2001-05-03,2000-12-19,3645,2746
26904,105059,12251,2001-05-07,2000-12-19,3676,2746
26905,105246,12251,2001-05-23,2000-12-19,3848,2746
26906,105312,12251,2001-05-29,2000-12-19,3907,2746
26907,105319,12251,2001-05-30,2000-12-19,3913,2746
26908,106068,12251,2001-06-06,2000-12-19,3979,2746
26909,106107,12251,2001-06-11,2000-12-19,4010,2746
26910,106195,12251,2001-06-18,2000-12-19,4091,2746
26911,109182,12251,2001-09-20,2000-12-19,4797,2746
26912,111208,12251,2001-11-16,2000-12-19,5225,2746
26913,112135,12251,2001-12-10,2000-12-19,5369,2746
26914,112231,12251,2001-12-17,2000-12-19,5449,2746
26915,201054,12251,2002-01-08,2000-12-19,5521,2746
26916,102122,12251,2001-02-09,2000-12-19,3077,2746
26917,102183,12251,2001-02-15,2000-12-19,3131,2746
26918,103085,12251,2001-03-08,2000-12-19,3234,2746
26919,105184,12251,2001-05-18,2000-12-19,3790,2746
26920,108150,12251,2001-08-18,2000-12-19,4555,2746
26921,203108,12251,2002-03-12,2000-12-19,5994,2746
26922,111199,12251,2001-11-15,2000-12-19,5217,2746
26923,103079,12251,2001-03-07,2000-12-19,3228,2746
26924,102112,12251,2001-02-09,2000-12-19,3071,2746
26925,104090,12251,2001-04-09,2000-12-19,3468,2746
26926,105168,12251,2001-05-17,2000-12-19,3775,2746
26927,106010,12251,2001-06-01,2000-12-19,3924,2746
26928,110136,12251,2001-10-10,2000-12-19,4950,2746
26929,111129,12251,2001-11-11,2000-12-19,5169,2746
26930,112169,12251,2001-12-12,2000-12-19,5398,2746
26931,102192,12251,2001-02-15,2000-12-19,3140,2746
26932,107197,12251,2001-07-18,2000-12-19,4359,2746
26933,201197,12251,2002-01-22,2000-12-19,5642,2746
26934,106036,12251,2001-06-04,2000-12-19,3949,2746
26935,107046,12251,2001-07-05,2000-12-19,4216,2746
26936,107070,12251,2001-07-06,2000-12-19,4239,2746
26937,111092,12251,2001-11-08,2000-12-19,5141,2746
26938,201095,12251,2002-01-11,2000-12-19,5553,2746
26939,202139,12251,2002-02-15,2000-12-19,5834,2746
26940,105058,12251,2001-05-07,2000-12-19,3675,2746
26941,105129,12251,2001-05-14,2000-12-19,3742,2746
26942,112214,12251,2001-12-15,2000-12-19,5434,2746
26943,107007,12251,2001-07-02,2000-12-19,4181,2746
26944,202045,12251,2002-02-06,2000-12-19,5748,2746
26945,109049,12251,2001-09-06,2000-12-19,4679,2746
26946,201060,12251,2002-01-09,2000-12-19,5527,2746
26947,107101,12251,2001-07-09,2000-12-19,4268,2746
26948,110204,12251,2001-10-15,2000-12-19,5005,2746
26949,111034,12251,2001-11-05,2000-12-19,5107,2746
26950,111087,12251,2001-11-08,2000-12-19,5136,2746
26951,111153,12251,2001-11-13,2000-12-19,5185,2746
26952,111281,12251,2001-11-22,2000-12-19,5283,2746
26953,112202,12251,2001-12-14,2000-12-19,5427,2746
26954,201015,12251,2002-01-04,2000-12-19,5486,2746
26955,201136,12251,2002-01-15,2000-12-19,5590,2746
26956,201177,12251,2002-01-18,2000-12-19,5623,2746
26957,201229,12251,2002-01-24,2000-12-19,5670,2746
26958,202151,12251,2002-02-15,2000-12-19,5845,2746
26959,202176,12251,2002-02-19,2000-12-19,5868,2746
26960,203071,12251,2002-03-07,2000-12-19,5963,2746
26961,201149,12251,2002-01-16,2000-12-19,5601,2746
26962,201042,12251,2002-01-08,2000-12-19,5510,2746
26963,106157,12251,2001-06-14,2000-12-19,4055,2746
26964,107116,12251,2001-07-10,2000-12-19,4282,2746
26965,106242,12251,2001-06-21,2000-12-19,4132,2746
26966,202030,12251,2002-02-04,2000-12-19,5735,2746
26967,101145,12254,2001-01-15,2000-12-19,2892,2748
26968,109070,12254,2001-09-09,2000-12-19,4698,2748
26969,101082,12254,2001-01-09,2000-12-19,2835,2748
26970,103211,12255,2001-03-20,2000-12-19,3345,2749
26971,106005,12258,2001-06-01,2000-12-19,3920,2751
26972,106004,12258,2001-06-01,2000-12-19,3919,2751
26973,103033,12258,2001-03-02,2000-12-19,3185,2751
26974,111154,12258,2001-11-13,2000-12-19,5186,2751
26975,108205,12258,2001-08-24,2000-12-19,4603,2751
26976,203041,12258,2002-03-05,2000-12-19,5938,2751
26977,101011,12258,2000-12-31,2000-12-19,2770,2751
26978,104125,12258,2001-04-12,2000-12-19,3499,2751
26979,107102,12258,2001-07-09,2000-12-19,4269,2751
26980,107111,12258,2001-07-10,2000-12-19,4277,2751
26981,105309,12258,2001-05-29,2000-12-19,3904,2751
26982,103021,12259,2001-03-01,2000-12-19,3174,2752
26983,202104,12259,2002-02-12,2000-12-19,5802,2752
26984,101199,12259,2001-01-17,2000-12-19,2937,2752
26985,104090,12259,2001-04-09,2000-12-19,3468,2752
26986,108143,12259,2001-08-17,2000-12-19,4549,2752
26987,103256,12259,2001-03-23,2000-12-19,3383,2752
26988,104095,12259,2001-04-10,2000-12-19,3473,2752
26989,104143,12259,2001-04-15,2000-12-19,3516,2752
26990,105188,12259,2001-05-18,2000-12-19,3794,2752
26991,106180,12259,2001-06-18,2000-12-19,4084,2752
26992,110122,12259,2001-10-09,2000-12-19,4940,2752
26993,112129,12260,2001-12-10,2000-12-20,5363,2753
26994,101138,12260,2001-01-15,2000-12-20,2891,2753
26995,105311,12262,2001-05-29,2000-12-20,3906,2754
26996,202014,12262,2002-02-04,2000-12-20,5721,2754
26997,202065,12262,2002-02-07,2000-12-20,5764,2754
26998,104076,12262,2001-04-08,2000-12-20,3456,2754
26999,109157,12262,2001-09-18,2000-12-20,4776,2754
27000,110274,12263,2001-10-21,2000-12-20,5067,2755
27001,202022,12263,2002-02-04,2000-12-20,5728,2755
27002,202068,12264,2002-02-07,2000-12-20,5767,2756
27003,109162,12266,2001-09-18,2000-12-20,4781,2758
27004,105311,12266,2001-05-29,2000-12-20,3906,2758
27005,102188,12266,2001-02-15,2000-12-20,3136,2758
27006,102092,12266,2001-02-08,2000-12-20,3052,2758
27007,103139,12266,2001-03-13,2000-12-20,3280,2758
27008,102137,12266,2001-02-12,2000-12-20,3090,2758
27009,103013,12266,2001-03-01,2000-12-20,3168,2758
27010,104264,12266,2001-04-25,2000-12-20,3622,2758
27011,103196,12266,2001-03-18,2000-12-20,3330,2758
27012,105127,12266,2001-05-14,2000-12-20,3740,2758
27013,102181,12266,2001-02-14,2000-12-20,3129,2758
27014,106048,12268,2001-06-05,2000-12-20,3960,2760
27015,104091,12268,2001-04-09,2000-12-20,3469,2760
27016,109118,12269,2001-09-13,2000-12-20,4740,2761
27017,112057,12269,2001-12-04,2000-12-20,5315,2761
27018,101080,12270,2001-01-09,2000-12-20,2833,2762
27019,101208,12270,2001-01-18,2000-12-20,2946,2762
27020,111278,101001,2001-11-22,2000-12-30,5281,2763
27021,102151,101001,2001-02-13,2000-12-30,3101,2763
27022,102200,101001,2001-02-15,2000-12-30,3148,2763
27023,105006,101001,2001-05-01,2000-12-30,3629,2763
27024,107099,101001,2001-07-09,2000-12-30,4266,2763
27025,104093,101001,2001-04-10,2000-12-30,3471,2763
27026,102173,101002,2001-02-14,2000-12-30,3121,2764
27027,202079,101002,2002-02-08,2000-12-30,5777,2764
27028,107227,101003,2001-07-23,2000-12-30,4388,2765
27029,108172,101003,2001-08-22,2000-12-30,4575,2765
27030,102032,101003,2001-02-03,2000-12-30,2998,2765
27031,105160,101003,2001-05-16,2000-12-30,3770,2765
27032,103078,101003,2001-03-07,2000-12-30,3227,2765
27033,105318,101003,2001-05-30,2000-12-30,3912,2765
27034,106054,101003,2001-06-05,2000-12-30,3966,2765
27035,107134,101003,2001-07-12,2000-12-30,4299,2765
27036,202170,101005,2002-02-18,2000-12-30,5862,2766
27037,101212,101007,2001-01-19,2000-12-31,2950,2767
27038,102128,101007,2001-02-10,2000-12-31,3083,2767
27039,103153,101007,2001-03-14,2000-12-31,3292,2767
27040,104056,101007,2001-04-05,2000-12-31,3440,2767
27041,104044,101007,2001-04-04,2000-12-31,3429,2767
27042,104113,101007,2001-04-11,2000-12-31,3490,2767
27043,112136,101007,2001-12-10,2000-12-31,5370,2767
27044,201272,101007,2002-01-29,2000-12-31,5708,2767
27045,106177,101007,2001-06-15,2000-12-31,4073,2767
27046,106051,101007,2001-06-05,2000-12-31,3963,2767
27047,104215,101007,2001-04-22,2000-12-31,3579,2767
27048,101074,101007,2001-01-09,2000-12-31,2827,2767
27049,108030,101009,2001-08-03,2000-12-31,4450,2768
27050,202164,101009,2002-02-16,2000-12-31,5854,2768
27051,203048,101010,2002-03-05,2000-12-31,5944,2769
27052,101077,101010,2001-01-09,2000-12-31,2830,2769
27053,108202,101010,2001-08-24,2000-12-31,4600,2769
27054,104173,101010,2001-04-18,2000-12-31,3543,2769
27055,106005,101011,2001-06-01,2000-12-31,3920,2770
27056,112198,101011,2001-12-14,2000-12-31,5424,2770
27057,104202,101011,2001-04-20,2000-12-31,3568,2770
27058,105217,101011,2001-05-22,2000-12-31,3822,2770
27059,106004,101011,2001-06-01,2000-12-31,3919,2770
27060,203048,101011,2002-03-05,2000-12-31,5944,2770
27061,106043,101011,2001-06-04,2000-12-31,3955,2770
27062,104138,101011,2001-04-13,2000-12-31,3511,2770
27063,104125,101011,2001-04-12,2000-12-31,3499,2770
27064,105200,101011,2001-05-19,2000-12-31,3805,2770
27065,107247,101011,2001-07-24,2000-12-31,4404,2770
27066,104094,101011,2001-04-10,2000-12-31,3472,2770
27067,105195,101011,2001-05-18,2000-12-31,3800,2770
27068,109078,101011,2001-09-10,2000-12-31,4705,2770
27069,202132,101012,2002-02-14,2000-12-31,5827,2771
27070,103163,101013,2001-03-14,2001-01-01,3301,2772
27071,107057,101013,2001-07-05,2001-01-01,4227,2772
27072,105258,101013,2001-05-24,2001-01-01,3860,2772
27073,106061,101013,2001-06-06,2001-01-01,3972,2772
27074,101020,101013,2001-01-02,2001-01-01,2779,2772
27075,101043,101013,2001-01-05,2001-01-01,2801,2772
27076,101096,101013,2001-01-10,2001-01-01,2848,2772
27077,104026,101013,2001-04-03,2001-01-01,3412,2772
27078,106177,101013,2001-06-15,2001-01-01,4073,2772
27079,106186,101013,2001-06-17,2001-01-01,4080,2772
27080,108016,101013,2001-08-02,2001-01-01,4440,2772
27081,110281,101013,2001-10-22,2001-01-01,5074,2772
27082,112145,101013,2001-12-11,2001-01-01,5378,2772
27083,112195,101013,2001-12-14,2001-01-01,5421,2772
27084,106160,101013,2001-06-15,2001-01-01,4057,2772
27085,201236,101013,2002-01-24,2001-01-01,5676,2772
27086,101162,101014,2001-01-15,2001-01-02,2906,2773
27087,102085,101014,2001-02-07,2001-01-02,3045,2773
27088,103103,101014,2001-03-10,2001-01-02,3251,2773
27089,104230,101014,2001-04-23,2001-01-02,3593,2773
27090,105024,101014,2001-05-03,2001-01-02,3645,2773
27091,105059,101014,2001-05-07,2001-01-02,3676,2773
27092,105312,101014,2001-05-29,2001-01-02,3907,2773
27093,106068,101014,2001-06-06,2001-01-02,3979,2773
27094,109182,101014,2001-09-20,2001-01-02,4797,2773
27095,111208,101014,2001-11-16,2001-01-02,5225,2773
27096,105184,101014,2001-05-18,2001-01-02,3790,2773
27097,102112,101014,2001-02-09,2001-01-02,3071,2773
